"","num","title","content"
"204",291,"ISFP 와이프가 본 ESTJ 남편","장점진짜 두뇌가 명석하고 합리적임친구를 잘 사귐, 인기가 많음(다만 INFP와는 상호 극혐)기본적으로 남에게 관심없으나 자기 가족,친구,부하직원 진짜 잘챙김강강약약언뜻보면 돈을 최우선 하는 거같으나 정의에 어긋나면서까지 돈을 우선시하지않음(모호하지만..)개그맨처럼 유머러스한건 아닌데 자기 개성이 잘드러나서 대화가 다채롭고 재밌음단점자기얘기를 ㅋㅋㅋ많이함 ..말많음합리적인데 그게 "" 자기기준""일때가 있음 ㅎㅎ강박이 있고 완벽주의 때문에 고민을 많이함보통 수치적,정량적 가치를 따질 수 없는 것에 대해 결정장애가 있음공감력이 떨어짐..ㅜㅜ 내 기준 사람들에게 가장 오해를 많이 받을 유형같아 ㅎㅎESTJ는 공감력이 떨어져서 차갑다는 오해를 많이 받아마음이 따뜻하고 뜨거운 사람들도 많은데 표현을 못해서 그렇다고 느낌..그거에 대해서 억울해하진 않더라구 독설가이미지는 사실관계만 말하는 사람들이어서 그런 이미지가 있는 거같구 ㅎㅎ항상 뒤늦게 진국이라는 평가를 받을 사람들!가치관이 바르게 자란 ESTJ들은 주위에 휩쓸리지않고 정의로운 마음으로 주위에 도움을 주며 사는 편인 것 같아. (이익을 최우선시하는 사람들인데 모순적이라고 생각해)상황과 타협하지 않아서 비굴하지 않아. ㅎㅎ고지식해.돈을 가장 중시하는데 최종적으로 돈을 좇는 인생관도 아니야...ㅋㅋ지랄맞은 부븐도 많은게 사실이지만 ㅋㅋ남녀ESTJ  다 좋아!! 내 사람으로 둔다면 말만 번지르르하고기분 잘 맞춰주는 사람보다 훨씬 인생에 가치있는 사람일 수 있음!"
"205",292,"INTP 딸이 본 ESTJ 엄마.txt","장점우리집 엄마 빼고 다 인팁이라서 엄마 없으면 집 난장판됨. 진짜 멱살잡고 캐리해줌가족 단위로 어디 나갈 때 계획세움걍존나든든함.. 근데 이건 엣티제 아니어도 엄마면 다 그런건가?애정표현은 잘 안 하시지만 사랑한다고 하면 잘 받아주심진짜 부지런함존나이성적임 내가 좆될것같을 때 구해줌. 근데 진짜정말좆될것같을땐 방치함자존감높고 존나짱짱쎄다. 난 엄마를 한 번도 이겨본 적이 읍따사치가 없고 검소하다. 근데 사치를 부리기 이전에 돈이 없지만ㅋㅋㅋ내가 뭐 먹고싶다고 하면 기억해 뒀다가 나중에 꼭 사줌. 나도 잊어버리는데..단점본인이 화났다는 걸 나한테 몸으로 표현(일부러 물건 망가뜨리는 등 과격한 행동)하는 걸 은근히 즐기는 듯함좀 옛날 사고방식도 고수하고 계셔서 라떼는 학원같은거 안 다녀도 대학 잘만 갔다고 암튼 내 교육이랑 입시에 ㅈ도 관심 없음여유가 너무 없으심좀 내로남불인듯. 엄마가 밥 차리면 치우는 건 우리한테 시키면서 내가 밥 차리면 내가 안 치운다고 ㅈㄹ함절대 위로 안 해주고 모든 걸 내가 비관적으로 생각하는 거 탓으로 돌림우리엄마같은사람이 되고싶진않지만 멋있어. 최고야엄마사랑해요!"
"206",293,"안녕하세요. 혹시 MBTI가 어떻게 되시나요?","나 잉뿌삐!! 마음이 몽글몽글해진다고 후웅!! 뿌삐뿌삐 인뿌삐는 위대하다 뿌직!!! "
"207",294,"씹 프피 섹스.jpg","ㄹㅇ 씹 프피스럽노 ㅋㅋㅋ "
"208",296,"estj 엄청 여성스러운 여자 좋아함","본인이 남성적이라서 "
"209",297,"나는 estj는 아닌거 같음","나는 시원하지 않고 귀엽고 찌질함 "
"210",298,"엣티제는","인프피의 어떤 부분에서 답답하거나 싫음을 느껴?  "
"211",300,"니네랑 정반대인 애들이 이런놈들임","이제 고3올라가는애인데 정식검사결과 infp뜨는 자칭 예술가인데 수업시간에 쌤한테 ㅈㄴ 이상한말해댐.Ex) 쌤 저 모고7등급인데 공부포기하고 웹툰작가할래요.만화에 나오는 메가데레 여자랑 사귀고싶어요.소설에 나오는것처럼 코로나로 사람이 전부죽고 저혼자 지구상에 살아남으면 어떻게되요?수능시험장에서 EDM틀면 어떻게되요?수능감독관은 매수될수있나요?(학기말에 영상보여줄때) 신태일의 대신맨봐요. 신태일랩들어요!저왕릉을 전투기로 폭격하면 어떻게되요?이런 이상한질문해대니까 애들이 고3이아니고 초3아니냐고 수군댐 ㅋㅋㅋㅋㅋㅋㅋㅋ 쌤들도 약간 이상한놈취급하는거 같기도하고"
"212",301,"enfp인데 estj 여자 꼬시려는데 조언얻으러옴","ㅅㅂ 존나 차갑게 느껴지는데 자기는 차가운거 아니래어떤점에 매력을 느끼냐"
"213",302,"한국에서 기업 고위직 MBTI 유형 머머가 많음?","         한국에서 기업 고위직 MBTI 유형 머머가 많음?글고 재네들 거의 다 중증 꼰대임 ??        "
"214",303,"ESTJ갤인데 ESTJ가 없네","뭐야 "
"215",304,"진짜 전형적인 ESTJ와 노답인 ENFP 대화","https://youtu.be/fkjjrWXgxgk논리적으로 객관적으로 자기입장설명하는장동민 ESTJ와계속 말귀못알아쳐먹고 개헛소리 하는유상무 ENFP대화가 안됨ㅇㅇ유튜브 댓글들도 전부 유상무욕함 "
"216",305,"어릴 때 삼촌이 내 방 내 침대 씀. TXT","         울집에서 제사 지내서 삼촌이 울집에 자주 왓는데오면 나한테 말 한마디 없이 내 방 내 침대 씀심지어 밖에서 입던 옷 빨래도 안하고 그대로 입고내 방 내 침대 씀애미 애비 삼촌 저때 모두 야구방망이로 구타 햇어야 햇는데 . . 개센징들은 대체 왜 이런거지 ..         "
"217",307,"한국 애미들 의문점. TXT","         아이에 대해 철저히 통제 속박 지배 함. 계속 자기 멋대로 좌우.아이가 자신의 통제 속박 지배에 순응하도록 하기 위해서 아이에 대해서 조작 세뇌 무력화 한다. 저런 짓거리 계속 하며 자기가 아무 잘못 없다 믿음.저게 아이에게 무해하고 오직 좋기만 하다고 믿음.어떻게 왜 저렇게 확신 할까.         "
"218",308,"한국 교새들 행태. TXT","         14. 학교폭력, 왕따, 은따, 학생들간의 갈등, 괴롭힘 : 방관, 방조, 조장, 무관심, 부추김, 웃음거리 만들기, 공개망신, 개망신주기- 학교폭력엔 관심도 별로 없고 해결하려는 노력, 의지도 없으면서 애들은 오질나게 갈궈뎀.  (정작 만만한 애 위주로 갈구고, 잘나가거나 영향력 있는 애한텐 끽소리 못하거나 다소 저자세로 나오고 잘 안건드림)- 실질적인 학교폭력, 소외 당하는 애, 왕따 은따엔 관심도 없고 도와주지도 않으면서  되려 소외당하는 애 웃음거리 만들어놓고 이상한 애라고 낙인 찍어 놓음- 학교 폭력엔 관심도 없으면서 애들 머리 길이, 머리 묶는거엔 더럽게 관심..- 교사들에게는 체벌과 두발 규제가 학교폭력 방지 교육, 인성 교육이라고 생각하는 한국만의 정신병이 있음..        "
"219",310,"istp랑 연애하는거 어떰?","난 잇팁인데 남친이 엣티제라 일단 내가 느끼기에는 서로 자기 할말만 하면서 힘든 일 말할 때 공감못해줘도 공감해주길 바라고 말한것도 아니라 걍 화도 안나고 괜찮은데 니들은 좀 맘에 안 들수도 있을것 같아서 궁금함"
"220",311,"dㅣ거 뭐나오냐 니네","         원래 esfj estj 번갈아나오는편인데니넨뭐냐        "
"221",312,"너네는 뚱뚱한 사람보면","무슨 생각함?"
"222",314,"본인 estp임 진짜 내가 이런데까지올줄 몰랐음","걍 전부터 친하게지내고 좋아하고있는 여자애가 estj라고 하던데estj 여자가 봤을때 estp남자 어떰?? 외모는 나쁘지않음 외모제외하고 말해줘근데 그.... mbti로 연애 이런거 물어봐도 되는거 맞지?? "
"223",315,"ESTJ 배우자가 가장 이상적이다.","ESTJ만큼 충성스러운 사람없고ESTJ만큼 차가운 사람 없다.니 하기에 따라 다름신뢰를 주면 평생 니편불신을 주면 평생 못봄"
"224",316,"만화) 고양이estj 상사",""
"225",317,"안녕하세요","         여기가 mbti 갤중에서 글이 제일 적은 곳인가요?        "
"226",320,"만화그렸던 인프피야 이런거 그려봐 어때?ㅋㅋ","모든사람이 인프피만 있는 나라인거지대통령도 인프피 도축업자도 인프피변호사도 인프피모든 운동선수들도 인프피의사도 인프피제조업자들도 인프피일하다가 서로 눈만 마주쳐도 교감과 공감이 되고눈물흘리는 세상 그래서 내가 널이해해ㅠㅠ하면서 전부 칼퇴하고티비아나운서도 갑자기 티비에서 울면서진행하다가 방송사고 나고인프피인 시민들은 대통령선거할때 누가 제일불쌍한가?에 초점을 맞춰서뽑음선거장소 가서 뽑을때도 옆사람한테 질문함'저... 누구뽑으면 될까요ㅠㅠ 안절부절'그렇게 당선된 인프피당 대통령인프피 대통령은 맨날 여러분 공감합니다 하면서지지를 이끌어냄한편 운동선수들은 상대선수한테 늘 미안해서경기진행이 안되고 올림픽은 취소됨만화그렸던 인프피야 이거 기획해서 한번 그려봐"
"227",325,"엣티제가 볼만한 SF영화 추천좀","아버지께서 mbti유형이 estj신데 이번 크리스마스에 영화 볼 거라고 나한테 고르라고 하시네.. 아버지는 sf나 액션,판타지 좋아하시고 알리타를 엄청 재밌게 보셨음.  "
"228",326,"무슨 유형인지 알려줘","내 얘기는 쥐뿔만큼도 들으려고 하지 않음. 그런데 화제 돌리면서 자기 얘기는 계속함. 나는 관심 1도 없는데.. "
"229",328,"올만에 왔는데 갤 곱창 나있네","뭔 병신같은 mbti 소설 + 만화가 념글이 "
"230",329,"인프제가 본 엣티제",""
"231",331,"내 성격이 잘못된걸까","어릴때부터 친했던 친구들이 있어 진짜 계속 쭉 친했고 가끔 싸워도 친구는 얘네밖에 없다고 생각한 얘들이였어 이제 각자 길을 걸으면서 다 다른 생활을 하고있는데 그러다보니 예전에는 그냥 같이 생활하듯 해서 따로 약속을 잡거나 그럴 일이 없었어 근데 이제 만나려면 약속이란걸 잡아야 하는데 문제는 항상 약속을 잡는 사람이 엣티제인 나라는 거야 얘네 엠비탸는 정확히 모르는데 --tj는 아무도 없는듯..그래서 솔직히 현타도 많이 오고 맨날 약속을 나만 잡으니까 화도 나는데 얘네는 이걸 말해줘도 잘 이해를 못하는거 같아 그냥 늘 하는 말이 너가 안하면 되잖아 이건데 솔직히 다음날이 만나는 날인데 시간도 안잡았어 장소도 안정했어 그럼 난 결국 또 답답해서 내가 정하는거지 그게 계속 반복이야 솔직히 연이 오래되서 연끊는건 못하겠는데 방법을 모르겠어 나만 힘든거 같아"
"232",332,"ESTJ 성격 너무 좋다","ISTP 인데, 사회화 이후로 ISFJ로 강제 변하는중인데진짜 내가 원하는 성격은 ESTJ인듯ㅈㄴ부러운 성격인데 I를 E로 바꾸는 법을 모르겠어"
"233",333,"엣티제갤 특) 찐 엣티제들은 잘 안옴","대신 엣티제에게 데인 다른 유형들이 한탄하는 글들이 많음"
"234",334,"estj여자들은 어떤 남자좋아해?","썸녀가 estj인데 궁금하구나 "
"235",336,"이 갤은 존재 자체가 모순임","         ESTJ는이런 갤러리를 만들고갤질하지 않음        "
"236",340,"사회에서 stj한테 당했다며 stj탓하는 애들 보면 답답해","사람은 왜항상 자기가 해결하면 될일을 남한테 책임을 전가하면서 자기합리화하려고 하는걸까  "
"237",341,"새해 기념으로 들렀어","         오랜만이구만~새해에도 코로나와함께할 생각하니행복하구나ㅋㅋ다들 건강만 잘 유지하길 바래        "
"238",342,"xsfj 신입직원 귀여워 죽겄다ㅋㅋㅋㅋㅋ","i인지 e인진 모르겠음ㅇㅇ사교성있고 적당히 눈치있음infp처럼 피해망상으로 혼자눈치보고 부정적으로생각하는게 아니라상대방 기분좋게 맞춤estj인 내가 별감정없이 업무적으로 조금 지적하면자기딴엔 그게 신경쓰였는지ㅋㅋㅋ그거 풀어주려고사장님~ 오늘 추우시죠? 같이 커피어떠세요?오늘 인터넷 느리지않아요? 저도잘안되요ㅠㅠ이런식으로 자연스럽게 기분좋게 먼저 말검ㅋㅋ개귀여움ㅋㅋㅋㅋ j라 그런지 뭔가 풀어진 모습보다절제되있고 선을지킴거기다 예의까지 있으니까존나완벽함볼때마다 핥고싶음내년에 승진시켜줘야지ㅋㅋㅋ"
"239",343,"직장동료중에 estj가 있는데요","자기는 아주 열린 사람이고 소통한다고 하고정치도 균형있게 바라보고사회이슈도 균형있게 판단한다고 평소에 그러는데부하직원 작살나게 갈구는것도 보고범죄자는 싹다 사형시켜야한다고하는거 들었는데본인설명이 틀린거죠??"
"240",344,"mbti 설문 한번씩만 부탁드립니다!","안녕하세요 estj 갤러리 여러분! mbti와 취향의 관계에 대해서 조사하고 있습니다! 짧고 간단한 설문이니 시간 나시는 분들 한 번씩만 참여 부탁드립니다!!  "
"241",347,"진짜 엣티제+회피형은 잘못태어난애들이다","         전여친이 엣티제+회피형이었는데진짜 내가 살면서 만나본사람중 최악이었다 (난 인프제)확실히 엣티제가 자기할일 존나 열심히하고 사회생활할때 쉽게 상처안받고 마이웨이도 할줄알고사회적으로 봤을땐 정말 존경스럽고 좋아 나도 전여친의 그런 자기관리 철저한모습에 반한거였으니까근데 씨빨 인성자체가 빻았어별로 대화하면서 공감도 잘 못하는거같고 자기랑 의견이 맞을때만 공감하지 조금이라도 다르거나 이해못하면아예 그냥 이해하기위한 시도도 안하고 공감이란거 자체를 못함 소시오패스 섀끼들 씨발인간관계 가질때도 맨날 자기한테 얼마나 도움될지부터 계산하고성격 자체가 이타적인것과는 거리가 멀음ㅋㅋ 걍 지 감정이 최우선인 섀끼들이지거기에 회피형 기질까지 합쳐지면 소통조차 안하고 걍 틀어박혀버림 개씨빨걍 정신연령이 애섀끼임 맨날 적반하장하고 지 하고싶은대로 안맞춰주면 금방 토라져서 삐지고에혀 씨발 다신 안만난다 ESTJ 는이성적인 대화 전혀 못하고 감정적이고 공감능력 결여임        "
"242",351,"저딴글을 왜여기다올리는거지","         지가 infj면 infj 갤러리 가서 싸지르면되지estj 욕하는글을 estj갤러리에 올린다는거는 시비트겟다는거아님?estj욕하는글을 estj갤러리가 공감해주길 바란건가보니까 사람자체가 지가 분쟁을 조장하는구만        "
"243",356,"애초에 ㅄ같은게","         지가 당한게 그사람이 estj라서 인거마냥 estj갤에와서 ㅈㄹ하는것부터 ㅄ같음그냥 전여친이 ㅄ같다고 하면되지mbti과몰입한 ㅄㅈ찐이라서세상모든 estj는 썩엇어,, 쒸익,,쒸익,,ㅂㄷㅂㄷ하면서 종착지는 결국 디시 estj갤ㅋㅋ풉ㅋㅋ        "
"244",357,"요즘 코로나인데도 주변estj들은 더 잘살더라ㅋㅋㅋ","위기일수록기회로 삼아서 더 잘먹고 잘사는엣티제들 많이봄ㅎㅎㅎ"
"245",358,"원래 비즈니스 자체가","         계산적이지 못한 사람은비교적 불리하거나 도태 되기가 쉬움엣티제가 속물근성이 있긴하지근데 공과사 뚜렷하고 쉽게 휘둘리지않는그점때문에 안정되어 있고 사회생활도 잘하고영리하게 사업도 잘하는거임인간 세상에서 돈벌어먹고 사는건결국 정글이랑 똑같고적자생존이라 이해관계가 존재하지않는곳은 없거든ESTJ 들은 눈썰미가 좋고 사람 능력을 굉장히잘 파악해서 필요한 인재를 적재적소에 맞게활용할줄 알고 일을 굉장히 효율적으로 잘 수행해냄그냥 본능적으로 뭔가를 목표 설정잡고추진하고 능력있는 사람들을 잘 끌어모아 리드를 잘하는 사람들임남들이 눈치보느라 잘 못하는말도자기가 총대메고 나서서 잘해주니 손해도 줄이고질서가 잡히기도함사회생활 겪어보면 다알겠지만이런사람이 있어야 조직이 원활히 돌아감안정되고 능력있는 ESTJ를 지켜보고 있으면정말 믿음직스럽다는 인상을줌자기 울타리안에 들어온 사람들은다 퍼줄만큼 엄청 잘 챙겨주는데그밖의 사람들은 그냥 관계 유지만 하거나낯선이들에겐 냉담하기도함근데 또 그렇기 때문에 훌륭한 보안관이됨ESTJ한테 사적으로 한번 신뢰를 받으면그 사람을 진짜 사람대 사람으로써 믿는다는거임평생같이갈 동반자로 보기때문에그런 관계에서는 전혀 계산적이지 않음오히려 정에 약해서 잘져주기도하고자기가 오히려 휘둘리기도함책임감이 강해서 위험에 처하면 가장 먼저나서서 방패가 되어주기도함그래서 자연스럽게 사람마다 평가가 극과극이고호불호가 심할 수밖에 없는 유형이라 생각함적일때는 골때리기도 하는데자기편이면 ESTJ 만큼 든든한 사람도 없음        "
"246",359,"여긴 estj는 없나봐","다 estj 소감글 밖에 없네 "
"247",361,"엣붕이 탈갤을 결심했다.","계속 하다보면 나도 모르게 디씨갤 분위기에 "
"248",363,"엣티제 현실에 많음?","머한민국에 2위로 많다더니 살면서 엣티제 나제외 한명밖에 못봄주변에 감성충 많아서 인생이 끠곤함"
"249",364,"엣티제 좋아함","나 인프피인데 보고 배울점 많다고 생각해 "
"250",365,"estj 너무 대단해","가끔 나를 못 믿고 내 계획을 수정시키면서 잔.소리 하지만ㅠㅠㅠㅠㅠㅠ꾹 참고 따르면 결과는 항상 최고 "
"251",366,"긍정적인사람 연인으로써 어때?","약간 대가리 꽃밭일정도로 긍정적인사람 "
"252",367,"엣티제들 지들이 최고라고 자기위로 하는거 역겨워","         정작 자기들은 INFP 이런애들은 죽일듯이 물어뜯으면서  지들이 대단하니 이상적인 배우자이니 이딴 개소리 지껄이는거 보면 내로남불이 따로없음 죽여버리고 싶음저딴 개소리만 안지껄여도 될것을 엣티제 씨발놈들 우리 아빠랑 판박이임 이런 아빠가 어딨냐 나때는 어릴때부터 일했다 어릴때부터 철들었다 나를 어릴때부터 세뇌시켜왔음 자기의 가치관만 주입시키고 결국 참다참다 조금이라도 반항하면 개지랄떨고 자기 의견이랑 다르면 어떻게든 자기 의견쪽으로 만드는 주제에 지들이 최고라면서 자기위로 하는거 보면 역겨워서 토할거같다        "
"253",368,"너네는 거의다 회1피형쪽이냐","궁금하구나 "
"254",369,"entp인데 estj랑 궁합어떻냐","ㅈㄱㄴ "
"255",370,"무슨 동물원 원숭이 구경하듯 다른성향들 집합소같아","xstj라서 istj estj왔다갔다하는데 ㄹㅇestj갤은 글이없네....  "
"256",371,"mbti 검사할때","뒤에 -t -a 이게 뭐노 맨날 a 99퍼 나옴"
"257",372,"ESTJ분들 TMI 싫어하시나요?","저는 INTJ이지만 똑부러지고 일을 할 때에는 가족구성원처럼 잘 챙겨주시고 뭐든 같이 해주시려는 마음이보이시는 분이 ESTJ이시더라고요.어떻게 말하면 그분에게(ESTJ) 호감을 얻을 수 있나요..1)INTJ들이 주로 고치면 좋을 부분은 뭐가 있을까요?2)TMI 듣거나 말하는걸 꺼려하시나요?솔직히 ..호감사고 싶어요 ㅠㅠ 도와주세용"
"258",373,"나 엣티제인데 여친 인프피야","사귀는 거 쉽지않지만 좋아"
"259",374,"난 NF들 특유의 정줄놓은 조현병같은 느낌이싫음","뭐랄까 친절한 금자씨같은 느낌?또라이같은면과 깊은속꿍꿍이가 확실히 있음어떤상황에서든 분명하거나 명확 한게 없어떠보기 여지남기기 꿍꿍이 속앓이 망상NF들은 관상부터가 약간 뽕맞거나 술취한것처럼눈이 나른하게 전부 풀려있음 헤ㄹ렐레.. 흐흐흥이런느낌항상 머리속에 딴생각인게 눈에보임그 특유의 정줄놓은 느낌으로 사람 낚아채서잡아먹듯이 뒷통수칠거같아서난 NF들 늘 조심하려고 하는편임"
"260",375,"앂프피는 어딜가도","환영을 못 받는구나"
"261",376,"이 갤러리는 estj 갤러리가 아니라 정신병자 갤러리로 바꿔라","씨발 mbti 과몰입하는 놈들이다른 유형 편견 가지고 욕하는 글 밖에 없어mbti가 허점과 이권개입이 얼마나 많은 유사과학 검사인데이딴 갤러리에서 삽질할 시간에 mbti 같은 쓰레기를 잊어버릴만한 활동을 찾아라ㅎㅎ일단 mbti와 신경성은 아무 상관관계가 없으며, t j와 친화성 성실성 역시 각각 다른 개념이다. 그리고 대부분의 인간들은 중간값에 가깝게 나오며, 명박티아이 검사 자료는 정상적인 사회활동이 가능한 사람들을 대상으로 뽑아낸 거다(이것조차 데이터라 할 수는 없다. 명박티아이는 유사과학이거든)마지막으로 mbti와 신경성은 아무 상관관계가 없다. 강호동 이건희가 infp인 것에서 얘기 끝난거다. 고로 이 갤러리 망갤"
"262",377,"infp 실제로 진짜 가까이 하지 않는게 좋다","겉보기엔 큰 위협도 안되어 보이지만누구보다 음흉하고 피코에 능하고 어떻게 하면 남에게 불쌍하게 보일까 본능적으로 아는 유형인데얘네는 보통 작정하고 일벌리기 보단 생활습관, 사회적 행동보면 계속 회1피하다가 극단적 상황에 몰리거나, 욱하는 마음에 충동적으로 주변인들한테 저런 습성으로 피해끼치는 경우 많음예전에 나는 도저히 아니다싶어서 손절했는데 마음 약해서 infp들 하는 거 모질게 못쳐내다가 몇 백만원 빚 덤탱이 쓸뻔한 지인들봤다그래놓고 자기 잘못 축소해서 감정호소는 죽이게 함 st나 tj 유형들이 다 그런데 estj는 은근히 단순한 측면이 있어서 저런 정치질 당하기 딱 좋음난 저런 큰일 한번 겪고 infp덕에 인터넷에서 자기 잘못 교묘하게 축소하거나 구체적인 피해사실 언급 안하고 자극적으로 감정호소하면서 선동하는 년들 거르는 법 하나는 제대로 터득해서 그건 고맙다"
"263",378,"없애고 싶은 MBTI 유형은?"," "
"264",380,"estj 애정표현을 잘 안함?","내가 보고싶다고 할때만 나두 보고싶어~ 한마디 해주고 "
"265",381,"estj들은 왜 멋있어?","         성별을 떠나서 남자든 여자든 왜 이렇게 멋있는거야        "
"266",382,"Estj 카톡 대충대충 건성건성해?","ㅠ원래 차도남녀인거야? 나는 신나서 구구절절 떠들면  estj가 답장 칼답하긴 하는데 쫌 핵심만 딱딱 짧고 간단명료하게 말하는것같아서  서운ㅠㅠㅠㅠ딱 이런느낌(밥 다 먹엇지ㅋㅋㅋ헐 나도 진짜 놀랏음..그니깐 ㅇㅇ가 ㅇㅇ드라??)이렇게 짧게 여러게보냄 "
"267",383,"읹프피 읹프제","어떤 녀석들이 더 싫음?"
"268",384,"estj는 다 똑같이 말하는거같다고.. "," 너네다 한명 아니지?주변에 있는 estj 지인이 말하는거같다고 ㅋㅋㅋㅋㅋ신기하다 이거 유사과학 아닌거같은대"
"269",385,"잇팁이 엣티제 인프피 친구 사귄 경험ver","일단 엣티제  "
"270",387,"뭔 일이 있었길래 요즘 글리젠이 폭팔했냐","근데 뭐 할말도 없고... 각자 지금 목표로 하는걸 좀 적어보셈인생의 목표같이 궁극적인 것 말고 단계적으로 봤을 때, 중간목표쯤인거.나는 올해 반학기 휴학하고 포트폴리오 완성도 올리면서인턴이나 대외활동 최소 2개 참여 하는게 목표임"
"271",388,"MBTI 설문조사 결과 링크입니다!","https://m.dcinside.com/board/pstest/218247 "
"272",389,"ENFP 여자선배랑 싸운썰 성향차이극명하더라","난 개인적으로 업무할땐 업무에 최대한 집중하고회사사람들과는 어느정도 거리를 두는편임이건 사회생활하면 당연한거지근데 ENFP 여자선배상사가 업무시간에자꾸 사적인 대화를 거는거임... ㅅㅂ하 이 커피맛있징? 좀이따 점심뭐먹을까? 졸려ㅠㅠ대박 연예기사 이거떳어!! ㅋㅋ 휴.. 일하기싫어.... 그냥 혼자쳐웃고 신나면 되는데 자꾸 날건드려서대화하는거임시발련이 일 방해하려고 일부러 이러나?하는생각까지 들었음살짝 거리를 뒀는데 더 달라붙음 심지어 쉬는시간에 갠적인은행일로 바쁜데도 말쳐검 순간 빡쳤는데 NF특징이 조언충고하면 부들댈께 분명해서...고민하다가 결국말했음그래서 조심스럽게 공과사를 좀 구분해주셨으면 좋겠다하니까 표정정색하면서 섭섭하다느니 나보고 속좁다느니 내가 너한테 잘못한게뭐냐고 '왜 내가 지금 이렇게 열받아야되지? 난 너 싫어! ''말걸지마! 이제 너랑 끝이야!!'계속 이말시전함 조현아인줄... 혼자 부들댐..... 역시 예상적중.....그것도 사무실에서 사람들 다지나가는데서 부들댐ㅅㅂ'선배님 일단은 저희둘 문제가 생겼고그걸풀고자함이에요 화내실필요없어요사람마다 누구나 입장과 견해차이가 있고저는 부탁을 드린것뿐이고앞으로는 서로 잘해봐요 어젠 감사했어요'(휴 이미친년 다독이는게 먼저라 생각해서ㅠㅠ )다음날역시 NF답게 지 기분좆대로 함혼자열받아서 인사도 안하고 내말씹고모른척하고 유치하게 갈굼그래도 난 최대한 기본인사는 하고업무적으로 대화하고 갠적인 감정 최대한 배제함말만 안걸지 아직 ENFP 혼자 존나심심해하고나한테 말걸고 싶어하는거같음... 좀불쌍함결론 NF건드리지말고 말도 섞지말고 무조건 믿거해라"
"273",390,"오랜만에 쉬니까 몸이 굳을꺼 같다","1년 학교댕기면서 일하고  "
"274",391,"인터넷에서 회사 수습기간 끝나고 짤렸다는글 봤는데",""
"275",392,"여기 글쓰는 애들 찐 엣티제들이 아닌것같음 ","여기 글쓰는 말투 꼬라지 보니까  "
"276",393,"지인에게서 감정쓰레기통 취급 받는 어머니께 어떻게 조언해드리면 될까","         요 며칠간 지인들과 아침 등산하면서 병크가 터졌음해당 지인분이 기본적으로 내성적이신 분(피해망상, 자기 존중 필수를 기본 패시브로 장착)배려 한다고 한 행동들이 오히려 독이 될 줄 누가 알았을까뒷담화 까는거 들어봐도 맺힌게 상당함그 쪽과의 원활한 갈등 해결 역시 제대로 이루어지지 않은 상태관계 지속화에 대해 고민이 많아 보임.......요약1. 한마리의 씹 프피로 부터 요 며칠동안 감정쓰레기통 취급을 받았다2. 이걸 패죽이냐(매장 시키냐) 여부에 대해 고민 중        "
"277",394,"나도 xxFx 랑 직장에서 있던 썰 푼다",""
"278",395,"나는 estj 밑에서 일해보고싶음!!","뭐 지적하는 내용들이 그 당시에는 좀 속상할 순 있겠지만, 지적하는 말들이 다 합당하고 필요한 말들만 하는 느낌임! 또 엄청 빙빙 돌리는 것도 아니라 의미도 훨씬 와닿아서 뭘 고쳐야할지 정확히 알 수 있음! 일 잘하고 싶은 사람 입장에서 estj 상사한테 배우면 일 많이 늘듯"
"279",396,"놀러왔어요",""
"280",397,"수익 ㅍㅌㅊ인데 존나 유명해짐 vs 수익 ㅅㅌㅊ인데 평생 아무도 너 모름","Mbti별로 설문중임 "
"281",398,"서장훈 놀리고 괴롭히듯히 ESTJ 꼬투리 존나잡는거같음","서장훈도 돈많고깔끔하고 규치적이고 흠잡을게없으니까김구라나 주변에서 사소한거가지고 놀리고 꼬투리잡고아니 지금그럼 이건 중요하지않다는거야?나쁘네~! 실망이네~!!이런식으로 몰아가잖아예능이니까 물론 장난이겠지만난 사람들이완벽하고 부러운일수록 더 건드리고 까내릴거없나안달난다고봄"
"282",399,"유형별 소득순위","ESTJ ENTJ ESFJ ENFJ ESTP ENTP ESFP ENFP ISTJ INTJ ISFJ INF J ISTP INT P ISFP INFP "
"283",400,"나 엔프피인데 엣티제 친구랑 대화할 땐 최대한 논리적으로 대함","너네 징징거리는 거 개극혐하지 그치"
"284",401,"ESTP 딸이 본 ESTJ 아빠","장점수완이 좋으심. 이건 말 안해도 알거임 ㄹㅇ 축복주말에 밖에 잘 데리고 나가주심 이게 제일 좋음E다보니 둘다 집안에 박혀있는거 안좋아함둘다 T가 개쎄서 말잘통함똑같이 듣기 싫은 말도 아빠가 하면 자연스럽게 납득가능함빈정상하지 않아서 뭔일이든 그때만 기분 잠깐 상하고 다음날 쿨하게 넘길 수 있음단점결벽증. 찐 결벽증을 타고나셨다여지껏 정서적인 지지 한번도 받아본 적 없음요즘 입시 너무 모름 한양대=지잡이심 얼탱이가 없음INFP인 엄마한테 잡혀사심. 우리집은 엄마가 아동학대범임집이 서열화되어있음. 군대문화 다분"
"285",402,"설문) 비호감/싫어하는 MBTI......vote",""
"286",403,"가장 귀엽고 호감인 MBTI 순위!!!",""
"287",406,"나와 세상을 같이하기엔","사람들 그릇이 작은거 같다."
